NO COMMANDE;DATE COMMANDE;DATE LIVRAISON;DATE PAIEMENT;CODE CLIENT;REPRESENTANT;ENTREPOT;CODE ARTICLE;QTE;PRIX UNITAIRE;REMISE %;COUT UNITAIRE;CANAL DE VENTE
CMD-100427;05/04/2024;2024-04-11;21/05/2024;CLI-0209;EMP-508;ENT-MTL;BD-1050;6;398,66;20,90;291,69;Représentant
CMD-100647;07/05/2024;2024-05-13;23/06/2024;CLI-0121;EMP-508;ENT-MTL;BD-1054;6;404,82;13,10;257,53;Courriel
CMD-102058;08/11/2024;14/11/2024;20/12/2024;CLI-0091;EMP-504;ENT-MTL;BD-1140;1;61,27;3,60;40,41;Représentant
CMD-100376;28/03/2024;2024-04-04;15/05/2024;CLI-0217;EMP-506;ENT-MTL;BD-1020;8;45,37;21,10;32,44;Courriel
CMD-101500;06/09/2024;12/09/2024;2024-10-22;CLI-0194;EMP-506;ENT-MTL;BD-1069;3;363,78;8,80;198,50;Portail web
CMD-100677;10/05/2024;13/05/2024;19/06/2024;CLI-0074;EMP-507;ENT-MTL;BD-1017;4;438,82;22,20;307,26;Représentant
CMD-100082;25/01/2024;2024-02-02;20/03/2024;CLI-0093;EMP-508;ENT-QC;BD-1154;4;477,71;10,60;323,13;Courriel
CMD-101944;24/10/2024;2024-10-31;13/11/2024;CLI-0076;EMP-507;ENT-QC;BD-1022;18;367,20;19,20;247,74;Représentant
CMD-100157;15/02/2024;2024-02-23;20/03/2024;CLI-0094;EMP-502;ENT-MTL;BD-1166;8;389,14;6,30;212,88;Téléphone
CMD-101953;25/10/2024;2024-10-28;30/11/2024;CLI-0053;EMP-509;ENT-MTL;BD-1022;1;398,19;12,40;247,74;Représentant
CMD-101482;04/09/2024;06/09/2024;31-oct-24;CLI-0056;EMP-502;ENT-QC;BD-1079;27;206,40;21,70;144,83;Représentant
CMD-100025;2024-01-08;15/01/2024;04/02/2024;CLI-0179;EMP-509;ENT-QC;BD-1124;3;242,13;5,00;150,61;Représentant
CMD-100618;02/05/2024;05/05/2024;2024-06-18;CLI-0080;EMP-506;ENT-MTL;BD-1020;8;49,95;13,10;32,44;Salon
CMD-102318;2024-12-28;03/01/2025;01/02/2025;CLI-0130;EMP-508;ENT-SAG;BD-1146;17;306,11;18,50;220,88;Représentant
CMD-101370;22/08/2024;25/08/2024;2024-09-30;CLI-0095;EMP-505;ENT-QC;BD-1032;3;508,02;7,20;339,97;Représentant
CMD-102052;2024-11-07;11/11/2024;07/01/2025;CLI-0197;EMP-507;ENT-MTL;BD-1100;4;518,70;3,30;306,44;Représentant
CMD-102048;06/11/2024;10/11/2024;2024-12-06;CLI-0185;EMP-508;ENT-MTL;BD-1181;6;484,25;22,50;305,97;Portail web
CMD-100147;13/02/2024;20/02/2024;2024-03-28;CLI-0124;EMP-509;ENT-SAG;BD-1173;24;373,57;6,30;207,98;Représentant
CMD-101901;2024-10-18;25/10/2024;24/11/2024;CLI-0044;EMP-505;ENT-MTL;BD-1150;0;558,16;10,80;339,92;Représentant
CMD-100938;14/06/2024;18/06/2024;18-juil-24;CLI-0056;EMP-502;ENT-MTL;BD-1028;7;178,59;24,50;140,77;Téléphone
CMD-100915;2024-06-12;14/06/2024;09/08/2024;CLI-0009;EMP-502;ENT-MTL;BD-1015;15;410,05;22,80;318,69;Courriel
CMD-101030;28/06/2024;01/07/2024;05/08/2024;CLI-0141;EMP-502;ENT-QC;BD-1123;4;184,10;15,40;129,56;Portail web
CMD-101462;2024-09-03;07/09/2024;17/10/2024;CLI-0094;EMP-502;ENT-SAG;BD-1110;12;264,93;6,70;178,91;Portail web
CMD-102318;28/12/2024;03/01/2025;01/02/2025;CLI-0130;EMP-508;ENT-SAG;BD-1100;25;437,31;18,50;306,44;Représentant
CMD-100127;07/02/2024;12/02/2024;2024-03-26;CLI-0031;EMP-509;ENT-MTL;BD-1165;4;156,74;14,80;105,70;Représentant
CMD-101291;13-août-24;17/08/2024;17/09/2024;CLI-0148;EMP-501;ENT-QC;BD-1041;6;223,64;11,80;159,88;Téléphone
CMD-100894;2024-06-10;16/06/2024;28/07/2024;CLI-0054;EMP-507;ENT-QC;BD-1116;8;74,50;16,00;58,93;Représentant
CMD-102235;05/12/2024;11-déc-24;19/01/2025;CLI-0116;EMP-509;ENT-QC;BD-1095;1;88,58;14,60;53,64;Représentant
CMD-100628;2024-05-03;05/05/2024;05/07/2024;CLI-0095;EMP-505;ENT-QC;BD-1035;1;47,32;2,20;30,00;Représentant
CMD-101669;24/09/2024;01/10/2024;20-nov-24;CLI-0144;EMP-502;ENT-SAG;BD-1056;3;420,26;14,60;287,11;Courriel
CMD-100826;30/05/2024;04/06/2024;2024-07-23;CLI-0116;EMP-509;ENT-MTL;BD-1105;6;218,90;15,50;166,12;Portail web
CMD-102150;21/11/2024;23/11/2024;27-déc-24;CLI-0009;EMP-502;ENT-SAG;BD-1098;12;342,84;22,20;257,11;Représentant
CMD-101303;00/00/0000;19/08/2024;19-oct-24;CLI-0057;EMP-507;ENT-MTL;BD-1015;8;473,58;10,80;318,69;Portail web
CMD-101491;06/09/2024;13/09/2024;;CLI-0053;EMP-509;ENT-MTL;BD-1048;3;45,59;11,00;32,82;Représentant
CMD-101055;2024-07-02;04/07/2024;04/08/2024;CLI-0212;EMP-507;ENT-SAG;BD-1116;8;66,81;24,70;58,93;Téléphone
CMD-100502;15/04/2024;2024-04-24;23/04/2024;CLI-0078;EMP-504;ENT-SAG;BD-1037;1;28,34;5,30;16,31;Téléphone
CMD-101779;04/10/2024;08/10/2024;2024-11-12;CLI-0136;EMP-507;ENT-QC;BD-1043;1;473,99;10,20;294,10;Téléphone
CMD-101835;11-oct-24;19/10/2024;30/11/2024;CLI-0012;EMP-501;ENT-SAG;BD-1144;66;137,13;23,20;96,31;Téléphone
CMD-101176;29/07/2024;2024-08-07;;CLI-0185;EMP-508;ENT-QC;BD-1111;5;169,25;23,60;145,84;Téléphone
CMD-100558;24/04/2024;02/05/2024;23/05/2024;CLI-0056;EMP-502;ENT-SAG;BD-1097;7;286,56;22,10;210,05;Téléphone
CMD-100443;08/04/2024;17/04/2024;2024-06-11;CLI-0220;EMP-506;ENT-QC;BD-1061;4;100,20;15,20;75,23;Téléphone
CMD-100991;2024-06-24;28/06/2024;19/08/2024;CLI-0028;EMP-509;ENT-QC;BD-1036;12;239,83;6,60;159,06;Courriel
CMD-102290;2024-12-19;21/12/2024;12/01/2025;CLI-0063;EMP-503;ENT-MTL;BD-1137;2;36,54;14,60;25,06;Représentant
CMD-102055;07-nov-24;12/11/2024;21/12/2024;CLI-0130;EMP-508;ENT-MTL;BD-1147;8;472,44;21,00;339,78;Portail web
CMD-101046;01/07/2024;2024-07-10;29/07/2024;CLI-0148;EMP-501;ENT-QC;BD-1020;3;50,53;12,10;32,44;Représentant
CMD-101493;06/09/2024;11/09/2024;09/10/2024;CLI-0137;EMP-503;ENT-MTL;BD-1054;12;379,98;18,40;257,53;Représentant
CMD-100454;09/04/2024;13/04/2024;29-mai-24;CLI-0042;EMP-505;ENT-QC;BD-1060;1;332,36;16,00;241,90;Portail web
CMD-102000;31/10/2024;06/11/2024;22-déc-24;CLI-0046;EMP-508;ENT-QC;BD-1038;8;520,75;5,60;313,36;Représentant
CMD-101018;27/06/2024;05/07/2024;2024-08-30;CLI-0037;EMP-504;ENT-QC;BD-1114;17;198,49;21,40;149,59;Téléphone
CMD-102136;19/11/2024;24/11/2024;21/12/2024;CLI-0089;EMP-502;ENT-QC;BD-1106;3;396,33;25,30;333,09;Portail web
CMD-101847;12/10/2024;20/10/2024;2024-11-26;CLI-0185;EMP-508;ENT-QC;BD-1130;2;439,93;22,10;317,23;N/A
CMD-101549;11/09/2024;13/09/2024;2024-10-07;CLI-0212;EMP-507;ENT-MTL;BD-1170;16;27,61;21,50;16,60;Téléphone
CMD-101306;14/08/2024;2024-08-18;29/08/2024;CLI-0217;EMP-506;ENT-MTL;BD-1014;2;33,90;24,10;26,62;Portail web
CMD-102283;2024-12-18;27/12/2024;14/02/2025;CLI-0076;EMP-507;ENT-SAG;BD-1169;25;441,86;23,40;276,47;Salon
CMD-101005;26/06/2024;03/07/2024;2024-07-16;CLI-0009;EMP-502;ENT-SAG;BD-1006;19;266,79;20,30;178,72;Portail web
CMD-102020;01/11/2024;06/11/2024;2024-12-19;CLI-0031;EMP-509;ENT-QC;BD-1138;3;122,45;16,90;86,38;Représentant
CMD-101129;19-juil-24;24/07/2024;30/08/2024;CLI-0197;EMP-507;ENT-SAG;BD-1020;12;55,81;2,90;32,44;Représentant
CMD-101325;2024-08-16;23/08/2024;22/10/2024;CLI-0200;EMP-509;ENT-QC;BD-1041;8;221,78;12,50;159,88;Représentant
CMD-100071;22-janv-24;31/01/2024;23/02/2024;CLI-0089;EMP-502;ENT-QC;BD-1137;48;32,62;23,80;25,06;Salon
CMD-101350;20/08/2024;2024-08-26;29/09/2024;CLI-0049;EMP-508;ENT-MTL;BD-1025;6;207,02;11,50;146,28;Représentant
CMD-100498;15/04/2024;20/04/2024;2024-05-15;CLI-0061;EMP-503;ENT-MTL;BD-1166;4;348,55;16,10;212,88;Portail web
CMD-100223;2024-03-04;12/03/2024;;CLI-0042;EMP-505;ENT-QC;BD-1172;4;351,81;16,00;216,67;Téléphone
CMD-100833;30/05/2024;2024-06-02;25/06/2024;CLI-0212;EMP-507;ENT-QC;BD-1159;9;232,37;19,60;166,16;Téléphone
CMD-102029;04/11/2024;10/11/2024;09/01/2025;CLI-0049;EMP-508;ENT-MTL;BD-1001;2;290,16;13,40;182,30;Représentant
CMD-100319;2024-03-19;26/03/2024;24/04/2024;CLI-0006;EMP-505;ENT-MTL;BD-1026;4;373,39;14,80;241,74;Salon
CMD-100179;21/02/2024;2024-02-28;31/03/2024;CLI-0041;EMP-508;ENT-SAG;BD-1162;2;117,19;14,50;66,97;Téléphone
CMD-100603;01/05/2024;2024-05-05;10/06/2024;CLI-0212;EMP-507;ENT-MTL;BD-1013;17;408,27;20,90;308,85;Représentant
CMD-101600;2024-09-16;21/09/2024;23/10/2024;CLI-0146;EMP-503;ENT-QC;BD-1091;1;472,11;16,90;279,07;Portail web
CMD-101791;07/10/2024;12-oct-24;27/10/2024;CLI-0204;EMP-506;ENT-SAG;BD-1093;3;217,05;3,00;132,18;Représentant
CMD-101850;14/10/2024;19/10/2024;2024-11-06;CLI-0070;EMP-503;ENT-MTL;BD-1163;4;590,82;3,70;294,58;Portail web
CMD-101094;2024-07-10;14/07/2024;16/08/2024;CLI-0111 ;EMP-507;ENT-QC;BD-1005;3;309,17;5,40;204,06;Téléphone
CMD-100190;26/02/2024;2024-02-29;28/04/2024;CLI-0009;EMP-502;ENT-MTL;BD-1093;8;177,84;20,50;132,18;Représentant
CMD-100005;01-janv-24;04/01/2024;29/01/2024;CLI-0112;EMP-505;ENT-MTL;BD-1134;6;92,06;16,30;60,50;Représentant
CMD-101811;09/10/2024;18/10/2024;2024-11-20;CLI-0063;EMP-503;ENT-MTL;BD-1152;4;417,65;13,20;265,82;Représentant
CMD-101851;14/10/2024;17/10/2024;2024-11-18;CLI-0118;EMP-504;ENT-SAG;BD-1135;4;65,87;10,20;39,89;Courriel
CMD-101483;04/09/2024;10-sept-24;05/10/2024;CLI-0059;EMP-504;ENT-QC;BD-1166;6;331,68;20,20;212,88;Portail web
CMD-101311;00/00/0000;24/08/2024;18/09/2024;CLI-0134;EMP-509;ENT-SAG;BD-1164;24;186,33;4,40;98,38;Portail web
CMD-102110;15/11/2024;2024-11-24;11/12/2024;CLI-0089;EMP-502;ENT-MTL;BD-1147;9;477,50;20,20;339,78;Téléphone
CMD-101568;12/09/2024;17/09/2024;31/10/2024;CLI-0006;EMP-505;ENT-QC;BD-1060;3;354,95;10,30;241,90;Représentant
CMD-100593;30-avr-24;08/05/2024;17/06/2024;CLI-0130;EMP-508;ENT-QC;BD-1119;7;73,61;19,80;58,44;Portail web
CMD-100784;2024-05-24;28/05/2024;02/07/2024;CLI-0154;EMP-507;ENT-MTL;BD-1045;8;116,81;10,90;76,76;Portail web
CMD-101708;27/09/2024;30/09/2024;29-oct-24;CLI-0056;EMP-502;ENT-MTL;BD-1047;7;79,43;25,50;70,06;Représentant
CMD-101509;2024-09-09;17/09/2024;18/10/2024;CLI-0130;EMP-508;ENT-QC;BD-1066;8;263,53;23,50;199,26;Représentant
CMD-101851;2024-10-14;17/10/2024;18/11/2024;CLI-0118;EMP-504;ENT-SAG;BD-1070;6;68,45;10,20;39,88;Représentant
CMD-101253;2024-08-08;16/08/2024;04/10/2024;CLI-0106;EMP-501;ENT-QC;BD-1021;4;302,17;16,90;201,55;Représentant
CMD-101131;19/07/2024;24/07/2024;2024-09-09;CLI-0035;EMP-503;ENT-QC;BD-1058;3;215,16;12,10;146,46;Courriel
CMD-101546;11/09/2024;15/09/2024;25/10/2024;CLI-0188;EMP-506;ENT-SAG;BD-1029;4;334,16;14,70;238,44;Représentant
CMD-100739;18/05/2024;23/05/2024;25/06/2024;CLI-0125;EMP-509;ENT-MTL;BD-1125;6;421,97;4,10;285,25;Téléphone
CMD-100142;12/02/2024;18/02/2024;2024-04-04;CLI-0137;EMP-503;ENT-QC;BD-1171;26;127,21;19,60;83,70;Portail web
CMD-100616;02/05/2024;2024-05-10;05/06/2024;CLI-0127;EMP-503;ENT-QC;BD-1017;4;494,59;12,30;307,26;Représentant
CMD-100436;06/04/2024;09/04/2024;24-mai-24;CLI-0115;EMP-509;ENT-MTL;BD-1038;6;466,14;15,50;313,36;Portail web
CMD-100468;11/04/2024;17/04/2024;2024-05-14;CLI-0029;EMP-506;ENT-MTL;BD-1159;11;236,09;18,30;166,16;Représentant
CMD-100820;29/05/2024;02/06/2024;2024-07-19;CLI-0132;EMP-507;ENT-MTL;BD-1109;12;408,43;11,20;303,82;Représentant
CMD-100778;23/05/2024;26/05/2024;2024-06-21;CLI-0102;EMP-506;ENT-MTL;BD-1091;3;543,60;4,30;279,07;Téléphone
CMD-102098;14/11/2024;23/11/2024;04/12/2024;CLI-0196;EMP-506;ENT-MTL;BD-1072;6;382,85;3,30;196,62;Représentant
CMD-102012;31/10/2024;09/11/2024;2024-12-15;CLI-0208;EMP-507;ENT-SAG;BD-1078;2;318,85;16,80;197,64;Téléphone
CMD-101447;02-sept-24;04/09/2024;11/10/2024;CLI-0127;EMP-503;ENT-QC;BD-1044;4;270,95;16,10;195,45;Courriel
CMD-100999;25-juin-24;28/06/2024;15/07/2024;CLI-0212;EMP-507;ENT-QC;BD-1058;6;197,04;19,50;146,46;Téléphone
CMD-100654;2024-05-08;15/05/2024;18/06/2024;CLI-0217;EMP-506;ENT-MTL;BD-1054;39;375,18;19,50;257,53;Représentant
CMD-100283;13/03/2024;16/03/2024;2024-05-10;CLI-0017;EMP-507;ENT-SAG;BD-1123;8;187,44;13,80;129,56;Représentant
CMD-101519;10-sept-24;18/09/2024;02/10/2024;CLI-0032;EMP-504;ENT-MTL;BD-1144;2;169,71;4,90;96,31;Courriel
CMD-100634;06/05/2024;13/05/2024;;CLI-0154;EMP-507;ENT-SAG;BD-1124;1;223,03;12,50;150,61;Représentant
CMD-100294;2024-03-14;23/03/2024;28/04/2024;CLI-0073;EMP-501;ENT-SAG;BD-1044;3;290,38;10,10;195,45;Représentant
CMD-100827;2024-05-30;04/06/2024;06/07/2024;CLI-0103;EMP-502;ENT-SAG;BD-1058;4;238,29;2,70;146,46;Représentant
CMD-101087;08/07/2024;2024-07-17;17/08/2024;CLI-0012;EMP-501;ENT-QC;BD-1126;11;149,86;26,00;130,29;Représentant
CMD-101834;11/10/2024;2024-10-13;25/11/2024;CLI-0159;EMP-502;ENT-MTL;BD-1084;8;558,41;3,80;312,00;Représentant
CMD-101084;08/07/2024;12-juil-24;11/08/2024;CLI-0139;EMP-506;ENT-QC;BD-1049;4;48,09;12,00;30,58;Portail web
CMD-101672;24/09/2024;28-sept-24;03/11/2024;CLI-0033;EMP-504;ENT-SAG;BD-1045;8;111,54;14,90;76,76;Courriel
CMD-101992;30/10/2024;07/11/2024;15-déc-24;CLI-0156;EMP-502;ENT-SAG;BD-1097;6;345,14;6,20;210,05;Portail web
CMD-102171;25-nov-24;02/12/2024;10/01/2025;CLI-0216;EMP-503;ENT-SAG;BD-1008;1;216,05;7,60;128,94;Portail web
CMD-102081;2024-11-12;14/11/2024;16/12/2024;CLI-0006;EMP-505;ENT-SAG;BD-1140;2;55,85;12,10;40,41;Représentant
CMD-101291;13/08/2024;17-août-24;17/09/2024;CLI-0148;EMP-501;ENT-QC;BD-1041;4;223,64;11,80;159,88;Représentant
CMD-101857;15/10/2024;19/10/2024;10/11/2024;CLI-0207;EMP-501;ENT-QC;BD-1138;12;139,28;5,40;86,38;Salon
CMD-101505;2024-09-07;15/09/2024;20/10/2024;CLI-0208;EMP-507;ENT-QC;BD-1151;4;138,28;13,00;90,35;Représentant
CMD-101835;11/10/2024;19/10/2024;30/11/2024;CLI-0012;EMP-501;ENT-SAG;BD-1164;19;149,77;23,20;98,38;Représentant
CMD-101567;12/09/2024;2024-09-18;14/11/2024;CLI-0153;EMP-507;ENT-QC;BD-1049;8;48,80;10,70;30,58;Représentant
CMD-100179;21/02/2024;28/02/2024;31/03/2024;CLI-0041;EMP-508;ENT-SAG;BD-1151;8;135,94;14,50;90,35;Représentant
CMD-102243;07/12/2024;2024-12-09;17/01/2025;CLI-0111;EMP-507;ENT-MTL;BD-1077;2;331,99;2,90;167,57;Portail web
CMD-101888;17/10/2024;2024-10-21;11/12/2024;CLI-0158;EMP-507;ENT-SAG;BD-1044;6;304,91;5,60;195,45;Représentant
CMD-100610;01/05/2024;10/05/2024;2024-06-08;CLI-0210;EMP-503;ENT-MTL;BD-1017;2;515,17;8,60;307,26;Représentant
CMD-100016;04-janv-24;13/01/2024;16/02/2024;CLI-0082;EMP-504;ENT-QC;BD-1137;3;39,27;8,30;25,06;Téléphone
CMD-100083;2024-01-25;30/01/2024;29/03/2024;CLI-0185;EMP-508;ENT-SAG;BD-1156;11;225,89;25,20;161,25;Représentant
CMD-101072;2024-07-05;13/07/2024;25/08/2024;CLI-0025;EMP-509;ENT-QC;BD-1024;3;280,40;16,10;185,46;Portail web
CMD-101096;11/07/2024;17/07/2024;12-août-24;CLI-0047;EMP-508;ENT-MTL;BD-1126;2;179,89;11,10;130,29;Portail web
CMD-100623;03/05/2024;2024-05-11;13/06/2024;cli-0195;EMP-506;ENT-QC;BD-1009;4;90,53;13,90;66,28;Courriel
CMD-100228;04/03/2024;11-mars-24;20/04/2024;CLI-0153;EMP-507;ENT-SAG;BD-1159;2;241,40;16,50;166,16;Courriel
CMD-101381;2024-08-23;26/08/2024;02/10/2024;CLI-0009;EMP-502;ENT-QC;BD-1001;17;271,99;18,90;182,30;Téléphone
CMD-100055;17/01/2024;22/01/2024;21/02/2024;CLI-0155;EMP-506;ENT-SAG;BD-1127;3;251,40;16,50;170,72;Téléphone
CMD-100365;27/03/2024;2024-03-31;;CLI-0198;EMP-504;ENT-QC;BD-1133;1;95,60;5,70;61,66;Courriel
CMD-100912;12/06/2024;18/06/2024;2024-07-26;CLI-0103;EMP-502;ENT-MTL;BD-1061;3;111,74;5,40;75,23;Représentant
CMD-100441;2024-04-08;12/04/2024;25/04/2024;CLI-0099;EMP-505;ENT-QC;BD-1053;23;266,51;18,50;176,84;Représentant
CMD-102038;05/11/2024;2024-11-14;03/01/2025;CLI-0056;EMP-502;ENT-QC;BD-1031;9;423,62;18,40;294,44;Téléphone
CMD-100409;03/04/2024;09/04/2024;2024-05-10;CLI-0112;EMP-505;ENT-SAG;BD-1028;4;210,47;11,00;140,77;Courriel
CMD-101061;03/07/2024;09-juil-24;;CLI-0141;EMP-502;ENT-MTL;BD-1126;3;172,80;14,60;130,29;Téléphone
CMD-101499;06/09/2024;13-sept-24;10/10/2024;CLI-0002;EMP-509;ENT-MTL;BD-1031;4;475,83;8,40;294,44;Portail web
CMD-101235;2024-08-06;13/08/2024;13/09/2024;CLI-0108;EMP-503;ENT-MTL;BD-1009;6;88,51;15,80;66,28;Représentant
CMD-101594;16/09/2024;22/09/2024;2024-10-29;CLI-0172;EMP-502;ENT-MTL;BD-1050;6;493,53;2,10;291,69;Représentant
CMD-100098;31/01/2024;02-févr-24;28/02/2024;CLI-0089;EMP-502;ENT-MTL;BD-1033;20;148,83;20,60;110,89;Représentant
CMD-100664;2024-05-08;14/05/2024;10/06/2024;CLI-0148;EMP-501;ENT-QC;BD-1154;4;476,88;10,80;323,13;Téléphone
CMD-101761;2024-10-03;06/10/2024;12/11/2024;CLI-0032;EMP-504;ENT-QC;BD-1071;6;502,51;5,90;301,72;Représentant
CMD-100118;05/02/2024;09-févr-24;25/03/2024;CLI-0088;EMP-504;ENT-QC;BD-1113;12;354,62;17,00;276,01;Téléphone
CMD-100341;22/03/2024;26/03/2024;30-avr-24;CLI-0200;EMP-509;ENT-QC;BD-1106;3;460,12;13,30;333,09;Représentant
CMD-100392;2024-04-01;09/04/2024;22/04/2024;CLI-0004;EMP-505;ENT-QC;BD-1022;3;440,74;3,00;247,74;Portail web
CMD-101390;26/08/2024;29-août-24;17/09/2024;CLI-0002;EMP-509;ENT-QC;BD-1064;3;116,41;7,10;69,43;Courriel
CMD-102137;19-nov-24;26/11/2024;19/12/2024;CLI-0099;EMP-505;ENT-SAG;BD-1181;2;508,94;18,50;305,97;Portail web
CMD-101063;03/07/2024;12/07/2024;2024-09-05;CLI-0038;EMP-507;ENT-QC;BD-1109;4;404,52;12,10;303,82;Courriel
CMD-101968;2024-10-28;30/10/2024;17/12/2024;CLI-0183;EMP-506;ENT-QC;BD-1133;4;95,38;5,90;61,66;Salon
CMD-100859;03-juin-24;10/06/2024;23/07/2024;CLI-0043;EMP-506;ENT-MTL;BD-1103;12;196,92;13,60;151,66;Téléphone
CMD-100144;12/02/2024;2024-02-18;;CLI-0084;EMP-503;ENT-SAG;BD-1018;4;415,57;10,60;242,09;Représentant
CMD-101724;30/09/2024;06/10/2024;06/11/2024;CLI-0181;EMP-504;ENT-QC;BD-1164;4;180,76;7,30;98,38;Portail web
CMD-101389;26/08/2024;2024-09-01;13/10/2024;CLI-0207;EMP-501;ENT-SAG;BD-1006;6;305,96;8,60;178,72;Téléphone
CMD-101451;02/09/2024;09/09/2024;2024-11-01;CLI-0037;EMP-504;ENT-MTL;BD-1124;9;194,48;23,70;150,61;Courriel
CMD-102260;11-déc-24;19/12/2024;04/01/2025;CLI-0199;EMP-504;ENT-QC;BD-1139;2;309,17;13,80;198,93;Représentant
CMD-101880;17/10/2024;22-oct-24;;CLI-0136;EMP-507;ENT-SAG;BD-1150;2;522,49;16,50;339,92;Représentant
CMD-100398;2024-04-01;03/04/2024;25/04/2024;CLI-0176;EMP-503;ENT-QC;BD-1038;8;517,29;6,30;313,36;Représentant
CMD-102315;2024-12-27;31/12/2024;06/02/2025;CLI-0214;EMP-508;ENT-MTL;BD-1127;3;290,53;3,60;170,72;Représentant
CMD-102204;29/11/2024;2024-12-04;07/01/2025;CLI-0133;EMP-508;ENT-QC;BD-1132;24;165,99;16,40;125,81;Portail web
CMD-101099;11/07/2024;20/07/2024;2024-08-18;CLI-0184;EMP-503;ENT-QC;BD-1122;24;314,70;7,80;208,30;Représentant
CMD-100298;15/03/2024;23/03/2024;06-avr-24;CLI-0082;EMP-504;ENT-MTL;BD-1019;2;277,24;7,90;170,21;Représentant
CMD-100616;02/05/2024;2024-05-10;05/06/2024;CLI-0127;EMP-503;ENT-QC;BD-1173;1;349,75;12,30;207,98;Portail web
CMD-101185;31/07/2024;04/08/2024;2024-08-17;CLI-0206;EMP-503;ENT-MTL;BD-1037;8;26,42;11,70;16,31;Représentant
CMD-101281;12/08/2024;20/08/2024;2024-09-26;CLI-0188;EMP-506;ENT-MTL;BD-1032;12;474,37;13,30;339,97;Téléphone
CMD-101042;01/07/2024;05/07/2024;2024-07-26;CLI-0033;EMP-504;ENT-MTL;BD-1003;2;251,02;15,80;188,61;Représentant
CMD-100641;2024-05-07;13/05/2024;26/06/2024;CLI-0090;EMP-505;ENT-QC;BD-1042;2;373,92;15,30;261,53;Représentant
CMD-101350;20/08/2024;26-août-24;29/09/2024;CLI-0049;EMP-508;ENT-MTL;BD-1027;6;405,59;11,50;249,72;Représentant
CMD-101593;16/09/2024;24/09/2024;23/10/2024;CLI-0201;EMP-504;ENT-MTL;BD-1099;3;477,34;3,90;287,66;Représentant
CMD-101478;2024-09-04;13/09/2024;17/10/2024;CLI-0009;EMP-502;ENT-QC;BD-1179;6;326,20;24,40;226,59;Représentant
CMD-101558;2024-09-12;20/09/2024;;CLI-0043;EMP-506;ENT-MTL;BD-1062;3;159,20;11,40;112,54;Représentant
CMD-101230;05/08/2024;12/08/2024;14-sept-24;CLI-0211;EMP-504;ENT-QC;BD-1175;8;151,24;10,90;94,86;Téléphone
CMD-100193;26/02/2024;2024-03-01;28/03/2024;CLI-0026;EMP-506;ENT-QC;BD-1159;2;245,06;15,20;166,16;Portail web
CMD-101933;23/10/2024;2024-10-30;01/12/2024;CLI-0099;EMP-505;ENT-MTL;BD-1156;9;239,94;20,60;161,25;Représentant
CMD-101341;2024-08-19;23/08/2024;20/10/2024;CLI-0009;EMP-502;ENT-MTL;BD-1014;9;36,24;18,90;26,62;Portail web
CMD-100482;2024-04-11;20/04/2024;29/04/2024;CLI-0088;EMP-504;ENT-SAG;BD-1015;12;443,68;16,40;318,69;Représentant
CMD-101434;30/08/2024;2024-09-05;08/10/2024;CLI-0083;EMP-507;ENT-QC;BD-1182;24;103,60;4,80;56,87;Portail web
CMD-101475;04-sept-24;06/09/2024;27/09/2024;CLI-0212;EMP-507;ENT-MTL;BD-1067;8;31,10;25,20;23,77;Portail web
CMD-102150;21/11/2024;2024-11-23;27/12/2024;CLI-0009;EMP-502;ENT-SAG;BD-1136;76;161,46;22,20;110,14;Téléphone
CMD-100743;20/05/2024;27-mai-24;02/08/2024;CLI-0029;EMP-506;ENT-MTL;BD-1032;11;423,46;22,60;339,97;Représentant
CMD-100403;02-avr-24;05/04/2024;19/05/2024;CLI-0067;EMP-502;ENT-MTL;BD-1069;6;336,50;15,60;198,50;
CMD-101923;22/10/2024;27/10/2024;17-nov-24;CLI-0189;EMP-501;ENT-SAG;BD-1146;4;367,47;2,20;220,88;Téléphone
CMD-101828;11/10/2024;20-oct-24;20/11/2024;CLI-0017;EMP-507;ENT-MTL;BD-1143;3;319,96;14,70;215,92;Portail web
CMD-101807;08/10/2024;13/10/2024;21/10/2024;CLI-0172;EMP-502;ENT-QC;BD-1155;4;529,28;2,30;322,38;Téléphone
CMD-102080;12/11/2024;2024-11-14;13/12/2024;CLI-0047;EMP-508;ENT-QC;BD-1071;3;447,08;16,20;301,72;Représentant
CMD-101889;17/10/2024;23/10/2024;22/11/2024;CLI-0037;EMP-504;ENT-SAG;BD-1149;2;138,50;24,40;108,85;Portail web
CMD-100811;2024-05-29;07/06/2024;19/07/2024;CLI-0205;EMP-505;ENT-MTL;BD-1110;3;258,86;8,80;178,91;Représentant
CMD-102022;01/11/2024;04-nov-24;15/12/2024;CLI-0212;EMP-507;ENT-MTL;BD-1091;26;435,85;23,30;279,07;Représentant
CMD-100693;2024-05-13;21/05/2024;;CLI-0170;EMP-504;ENT-SAG;BD-1111;2;213,14;3,80;145,84;Représentant
CMD-100765;22/05/2024;24/05/2024;29-juin-24;CLI-0187;EMP-507;ENT-QC;BD-1105;4;223,41;13,80;166,12;Représentant
CMD-100196;26/02/2024;2024-03-04;21/03/2024;CLI-0147;EMP-506;ENT-MTL;BD-1097;3;340,30;7,50;210,05;Téléphone
CMD-101370;2024-08-22;25/08/2024;30/09/2024;CLI-0095;EMP-505;ENT-QC;BD-1101;12;100,69;7,20;62,94;Courriel
