no_achat	date_commande	date_prevue	date_reception	code_fournisseur	code_article	quantite	cout_unitaire	statut
ACH-70533	2025-02-11	2025-02-18	2025-02-22	FRN-018	BD-1077	96	171,09 $	Recue
ACH-70533	2025-02-11	2025-02-18	2025-02-22	FRN-018	BD-1102	36	260,69 $	Recue
ACH-70534	2025-02-20	2025-02-27	2025-02-27	FRN-018	BD-1087	120	215,66 $	Recue
ACH-70534	2025-02-20	2025-02-27	2025-02-27	FRN-018	BD-1077	96	171,09 $	Recue
ACH-70535	2025-03-10	2025-03-17	2025-03-17	FRN-018	BD-1079	60	147,87 $	Recue
ACH-70535	2025-03-10	2025-03-17	2025-03-17	FRN-018	BD-1077	24	171,09 $	Recue
ACH-70536	2025-03-29	2025-04-05	2025-04-09	FRN-018	BD-1087	24	215,66 $	Recue
ACH-70536	2025-03-29	2025-04-05	2025-04-09	FRN-018	BD-1077	60	171,09 $	Recue
ACH-70537	2025-04-16	2025-04-23	2025-04-24	FRN-018	BD-1077	60	171,09 $	Recue
ACH-70538	2025-04-25	2025-05-02	2025-05-02	FRN-018	BD-1079	48	147,87 $	Recue
ACH-70538	2025-04-25	2025-05-02	2025-05-02	FRN-018	BD-1087	60	215,66 $	Recue
ACH-70538	2025-04-25	2025-05-02	2025-05-02	FRN-018	BD-1102	12	260,69 $	Recue
ACH-70539	2025-05-05	2025-05-12	2025-05-12	FRN-018	BD-1102	120	260,69 $	Recue
ACH-70539	2025-05-05	2025-05-12	2025-05-12	FRN-018	BD-1077	12	171,09 $	Recue
ACH-70540	2025-05-24	2025-05-31	2025-05-31	FRN-018	BD-1087	96	215,66 $	Recue
ACH-70540	2025-05-24	2025-05-31	2025-05-31	FRN-018	BD-1079	24	147,87 $	Recue
ACH-70540	2025-05-24	2025-05-31	2025-05-31	FRN-018	BD-1087	240	215,66 $	Recue
ACH-70540	2025-05-24	2025-05-31	2025-05-31	FRN-018	BD-1077	60	171,09 $	Recue
ACH-70540	2025-05-24	2025-05-31	2025-05-31	FRN-018	BD-1102	36	260,69 $	Recue
ACH-70541	2025-06-10	2025-06-17	2025-06-17	FRN-018	BD-1079	24	147,87 $	Recue
ACH-70541	2025-06-10	2025-06-17	2025-06-17	FRN-018	BD-1077	24	171,09 $	Recue
ACH-70541	2025-06-10	2025-06-17	2025-06-17	FRN-018	BD-1087	12	215,66 $	Recue
ACH-70541	2025-06-10	2025-06-17	2025-06-17	FRN-018	BD-1079	12	147,87 $	Recue
ACH-70542	2025-06-19	2025-06-26	2025-06-26	FRN-018	BD-1102	120	260,69 $	Recue
ACH-70543	2025-07-01	2025-07-08	2025-07-08	FRN-018	BD-1102	24	260,69 $	Recue
ACH-70544	2025-07-17	2025-07-24	2025-07-24	FRN-018	BD-1087	60	215,66 $	Recue
ACH-70544	2025-07-17	2025-07-24	2025-07-24	FRN-018	BD-1079	48	147,87 $	Recue
ACH-70544	2025-07-17	2025-07-24	2025-07-24	FRN-018	BD-1077	12	171,09 $	Recue
ACH-70544	2025-07-17	2025-07-24	2025-07-24	FRN-018	BD-1102	60	260,69 $	Recue
ACH-70544	2025-07-17	2025-07-24	2025-07-24	FRN-018	BD-1102	24	260,69 $	Recue
ACH-70545	2025-07-31	2025-08-07	2025-08-07	FRN-018	BD-1079	12	147,87 $	Recue
ACH-70545	2025-07-31	2025-08-07	2025-08-07	FRN-018	BD-1079	96	147,87 $	Recue
ACH-70546	2025-08-20	2025-08-27	2025-08-27	FRN-018	BD-1102	24	260,69 $	Recue
ACH-70547	2025-09-06	2025-09-13	2025-09-13	FRN-018	BD-1077	96	171,09 $	Recue
ACH-70547	2025-09-06	2025-09-13	2025-09-13	FRN-018	BD-1087	36	215,66 $	Recue
ACH-70547	2025-09-06	2025-09-13	2025-09-13	FRN-018	BD-1102	60	260,69 $	Recue
ACH-70547	2025-09-06	2025-09-13	2025-09-13	FRN-018	BD-1087	48	215,66 $	Recue
ACH-70548	2025-09-26	2025-10-03	2025-10-03	FRN-018	BD-1079	48	147,87 $	Recue
ACH-70549	2025-10-06	2025-10-13	2025-10-13	FRN-018	BD-1102	240	260,69 $	Recue
ACH-70549	2025-10-06	2025-10-13	2025-10-13	FRN-018	BD-1077	240	171,09 $	Recue
ACH-70549	2025-10-06	2025-10-13	2025-10-13	FRN-018	BD-1077	36	171,09 $	Recue
ACH-70550	2025-10-24	2025-10-31	2025-10-31	FRN-018	BD-1087	-30	215,66 $	Recue
ACH-70550	2025-10-24	2025-10-31	2025-10-31	FRN-018	BD-1102	120	260,69 $	Recue
ACH-70550	2025-10-24	2025-10-31	2025-10-31	FRN-018	BD-1077	48	171,09 $	Recue
ACH-70550	2025-10-24	2025-10-31	2025-10-31	FRN-018	BD-1077	36	171,09 $	Recue
ACH-70551	2025-11-08	2025-11-15	2025-11-15	FRN-018	BD-1079	240	147,87 $	Recue
ACH-70551	2025-11-08	2025-11-15	2025-11-15	FRN-018	BD-1087	36	215,66 $	Recue
ACH-70551	2025-11-08	2025-11-15	2025-11-15	FRN-018	BD-1077	48	171,09 $	Recue
ACH-70551	2025-11-08	2025-11-15	2025-11-15	FRN-018	BD-1079	12	147,87 $	Recue
ACH-70551	2025-11-08	2025-11-15	2025-11-15	FRN-018	BD-1087	48	215,66 $	Recue
ACH-70552	2025-11-19	2025-11-26	2025-11-26	FRN-018	BD-1077	120	171,09 $	Recue
ACH-70553	2025-12-02	2025-12-09	2025-12-09	FRN-018	BD-1077	120	171,09 $	Recue
ACH-70553	2025-12-02	2025-12-09	2025-12-09	FRN-018	BD-1087	96	215,66 $	Recue
ACH-70554	2025-12-20	2025-12-27	2025-12-27	FRN-018	BD-1077	24	171,09 $	Recue
ACH-70554	2025-12-20	2025-12-27	2025-12-27	FRN-018	BD-1102	96	260,69 $	Recue
ACH-70555	2025-12-31	2026-01-07		FRN-018	BD-1077	60	171,09 $	En transit
ACH-70556	2024-01-02	2024-01-30	2024-01-30	FRN-019	BD-1040	12	268,77 $	Recue
ACH-70556	2024-01-02	2024-01-30	2024-01-30	FRN-019	BD-1051	96	78,12 $	Recue
ACH-70557	2024-01-11	2024-02-08	2024-02-08	FRN-019	BD-1051	12	78,12 $	Recue
ACH-70558	2024-01-25	2024-02-22	2024-02-22	FRN-019	BD-1047	120	70,06 $	Recue
ACH-70558	2024-01-25	2024-02-22	2024-02-22	FRN-019	BD-1047	12	70,06 $	Recue
ACH-70558	2024-01-25	2024-02-22	2024-02-22	FRN-019	BD-1048	12	32,82 $	Recue
ACH-70558	2024-01-25	2024-02-22	2024-02-22	FRN-019	BD-1056	48	287,11 $	Recue
ACH-70559	2024-02-09	2024-03-08	2024-03-08	FRN-019	BD-1061	60	75,23 $	Recue
ACH-70559	2024-02-09	2024-03-08	2024-03-08	FRN-019	BD-1047	120	70,06 $	Recue
ACH-70559	2024-02-09	2024-03-08	2024-03-08	FRN-019	BD-1056	24	287,11 $	Recue
ACH-70559	2024-02-09	2024-03-08	2024-03-08	FRN-019	BD-1051	12	78,12 $	Recue
ACH-70560	2024-02-18	2024-03-17	2024-04-01	FRN-019	BD-1048	240	32,82 $	Recue
ACH-70560	2024-02-18	2024-03-17	2024-04-01	FRN-019	BD-9141	48	78,12 $	Recue
ACH-70561	2024-03-08	2024-04-05	2024-04-28	FRN-019	BD-1061	24	75,23 $	Recue
ACH-70561	2024-03-08	2024-04-05	2024-04-28	FRN-019	BD-1047	120	70,06 $	Recue
ACH-70561	2024-03-08	2024-04-05	2024-04-28	FRN-019	BD-1061	48	75,23 $	Recue
ACH-70561	2024-03-08	2024-04-05	2024-04-28	FRN-019	BD-1035	240	30,00 $	Recue
ACH-70561	2024-03-08	2024-04-05	2024-04-28	FRN-019	BD-1056	24	287,11 $	Recue
ACH-70562	2024-03-18	2024-04-15	2024-04-16	FRN-019	BD-1058	240	146,46 $	Recue
ACH-70562	2024-03-18	2024-04-15	2024-04-16	FRN-019	BD-1058	240	146,46 $	Recue
ACH-70562	2024-03-18	2024-04-15	2024-04-16	FRN-019	BD-1048	60	32,82 $	Recue
ACH-70562	2024-03-18	2024-04-15	2024-04-16	FRN-019	BD-9180	24	78,12 $	Recue
ACH-70563	2024-04-01	2024-04-29	2024-04-29	FRN-019	BD-1061	96	75,23 $	Recue
ACH-70563	2024-04-01	2024-04-29	2024-04-29	FRN-019	BD-1061	48	75,23 $	Recue
ACH-70563	2024-04-01	2024-04-29	2024-04-29	FRN-019	BD-1043	96	294,10 $	Recue
ACH-70563	2024-04-01	2024-04-29	2024-04-29	FRN-019	BD-1035	48	30,00 $	Recue
ACH-70564	2024-04-15	2024-05-13	2024-05-13	FRN-019	BD-1061	240	75,23 $	Recue
ACH-70564	2024-04-15	2024-05-13	2024-05-13	FRN-019	BD-1058	240	146,46 $	Recue
ACH-70564	2024-04-15	2024-05-13	2024-05-13	FRN-019	BD-1047	48	70,06 $	Recue
ACH-70564	2024-04-15	2024-05-13	2024-05-13	FRN-019	BD-1043	-12	294,10 $	Recue
ACH-70565	2024-04-29	2024-05-27	2024-05-27	FRN-019	BD-1056	240	287,11 $	Recue
ACH-70565	2024-04-29	2024-05-27	2024-05-27	FRN-019	BD-1035	96	30,00 $	Recue
ACH-70565	2024-04-29	2024-05-27	2024-05-27	FRN-019	BD-1056	36	287,11 $	Recue
ACH-70566	2024-05-19	2024-06-16	2024-06-16	FRN-019	BD-1056	240	287,11 $	Recue
ACH-70566	2024-05-19	2024-06-16	2024-06-16	FRN-019	BD-1048	96	32,82 $	Recue
ACH-70567	2024-06-06	2024-07-04	2024-07-18	FRN-019	BD-1048	120	32,82 $	Recue
ACH-70567	2024-06-06	2024-07-04	2024-07-18	FRN-019	BD-1058	96	146,46 $	Recue
ACH-70568	2024-06-26	2024-07-24	2024-07-24	FRN-019	BD-1048	24	32,82 $	Recue
ACH-70568	2024-06-26	2024-07-24	2024-07-24	FRN-019	BD-1043	24	294,10 $	Recue
ACH-70568	2024-06-26	2024-07-24	2024-07-24	FRN-019	BD-1047	96	70,06 $	Recue
ACH-70569	2024-07-11	2024-08-08	2024-08-08	FRN-019	BD-1058	240	146,46 $	Recue
ACH-70569	2024-07-11	2024-08-08	2024-08-08	FRN-019	BD-1035	36	30,00 $	Recue
ACH-70569	2024-07-11	2024-08-08	2024-08-08	FRN-019	BD-1061	120	75,23 $	Recue
ACH-70569	2024-07-11	2024-08-08	2024-08-08	FRN-019	BD-1056	240	287,11 $	Recue
ACH-70569	2024-07-11	2024-08-08	2024-08-08	FRN-019	BD-1047	12	70,06 $	Recue
ACH-70570	2024-07-26	2024-08-23	2024-08-23	FRN-019	BD-1035	60	30,00 $	Recue
ACH-70570	2024-07-26	2024-08-23	2024-08-23	FRN-019	BD-1051	12	78,12 $	Recue
ACH-70570	2024-07-26	2024-08-23	2024-08-23	FRN-019	BD-1051	96	78,12 $	Recue
ACH-70570	2024-07-26	2024-08-23	2024-08-23	FRN-019	BD-1048	36	32,82 $	Recue
ACH-70571	2024-08-05	2024-09-02	2024-09-02	FRN-019	BD-1051	36	78,12 $	Recue
ACH-70571	2024-08-05	2024-09-02	2024-09-02	FRN-019	BD-1048	48	32,82 $	Recue
ACH-70572	2024-08-25	2024-09-22	2024-09-22	FRN-019	BD-1056	240	287,11 $	Recue
ACH-70572	2024-08-25	2024-09-22	2024-09-22	FRN-019	BD-1051	240	78,12 $	Recue
ACH-70572	2024-08-25	2024-09-22	2024-09-22	FRN-019	BD-1043	-30	294,10 $	Recue
ACH-70573	2024-09-03	2024-10-01	2024-10-01	FRN-019	BD-1043	12	294,10 $	Recue
ACH-70573	2024-09-03	2024-10-01	2024-10-01	FRN-019	BD-1048	36	32,82 $	Recue
ACH-70573	2024-09-03	2024-10-01	2024-10-01	FRN-019	BD-1061	240	75,23 $	Recue
ACH-70573	2024-09-03	2024-10-01	2024-10-01	FRN-019	BD-1040	24	268,77 $	Recue
ACH-70574	2024-09-13	2024-10-11	2024-10-11	FRN-019	BD-1040	24	268,77 $	Recue
ACH-70574	2024-09-13	2024-10-11	2024-10-11	FRN-019	BD-1048	240	32,82 $	Recue
ACH-70574	2024-09-13	2024-10-11	2024-10-11	FRN-019	BD-1047	96	70,06 $	Recue
ACH-70574	2024-09-13	2024-10-11	2024-10-11	FRN-019	BD-1047	240	70,06 $	Recue
ACH-70575	2024-09-23	2024-10-21	2024-10-21	FRN-019	BD-1056	24	287,11 $	Recue
ACH-70576	2024-10-13	2024-11-10	2024-11-10	FRN-019	BD-1035	240	30,00 $	Recue
ACH-70576	2024-10-13	2024-11-10	2024-11-10	FRN-019	BD-1048	96	32,82 $	Recue
ACH-70576	2024-10-13	2024-11-10	2024-11-10	FRN-019	BD-1061	48	75,23 $	Recue
ACH-70577	2024-10-28	2024-11-25	2024-11-25	FRN-019	BD-1047	12	70,06 $	Recue
ACH-70577	2024-10-28	2024-11-25	2024-11-25	FRN-019	BD-1048	240	32,82 $	Recue
ACH-70578	2024-11-08	2024-12-06	2024-12-06	FRN-019	BD-1058	60	146,46 $	Recue
ACH-70578	2024-11-08	2024-12-06	2024-12-06	FRN-019	BD-1040	96	268,77 $	Recue
ACH-70578	2024-11-08	2024-12-06	2024-12-06	FRN-019	BD-1051	240	78,12 $	Recue
ACH-70578	2024-11-08	2024-12-06	2024-12-06	FRN-019	BD-1040	12	268,77 $	Recue
ACH-70579	2024-11-17	2024-12-15	2024-12-16	FRN-019	BD-1048	60	32,82 $	Recue
ACH-70580	2024-11-28	2024-12-26	2024-12-26	FRN-019	BD-1056	12	287,11 $	Recue
ACH-70580	2024-11-28	2024-12-26	2024-12-26	FRN-019	BD-1061	96	75,23 $	Recue
ACH-70580	2024-11-28	2024-12-26	2024-12-26	FRN-019	BD-1058	120	146,46 $	Recue
ACH-70580	2024-11-28	2024-12-26	2024-12-26	FRN-019	BD-1056	36	287,11 $	Recue
ACH-70580	2024-11-28	2024-12-26	2024-12-26	FRN-019	BD-1040	36	268,77 $	Recue
ACH-70581	2024-12-09	2025-01-06	2025-01-06	FRN-019	BD-1051	36	78,12 $	Recue
ACH-70582	2024-12-22	2025-01-19	2025-01-19	FRN-019	BD-1051	60	78,12 $	Recue
ACH-70582	2024-12-22	2025-01-19	2025-01-19	FRN-019	BD-1058	96	146,46 $	Recue
ACH-70582	2024-12-22	2025-01-19	2025-01-19	FRN-019	BD-1051	12	78,12 $	Recue
ACH-70582	2024-12-22	2025-01-19	2025-01-19	FRN-019	BD-1047	36	70,06 $	Recue
ACH-70583	2025-01-07	2025-02-04	2025-02-04	FRN-019	BD-1051	24	79,76 $	Recue
ACH-70583	2025-01-07	2025-02-04	2025-02-04	FRN-019	BD-1048	240	33,51 $	Recue
ACH-70583	2025-01-07	2025-02-04	2025-02-04	FRN-019	BD-1058	36	149,54 $	Recue
ACH-70584	2025-01-20	2025-02-17	2025-02-17	FRN-019	BD-1040	120	274,41 $	Recue
ACH-70584	2025-01-20	2025-02-17	2025-02-17	FRN-019	BD-1043	24	300,28 $	Recue
ACH-70584	2025-01-20	2025-02-17	2025-02-17	FRN-019	BD-1048	96	33,51 $	Recue
ACH-70584	2025-01-20	2025-02-17	2025-02-17	FRN-019	BD-1048	12	33,51 $	Recue
ACH-70584	2025-01-20	2025-02-17	2025-02-17	FRN-019	BD-1043	48	300,28 $	Recue
ACH-70585	2025-01-31	2025-02-28	2025-02-28	FRN-019	BD-1061	60	76,81 $	Recue
ACH-70585	2025-01-31	2025-02-28	2025-02-28	FRN-019	BD-1061	120	76,81 $	Recue
ACH-70585	2025-01-31	2025-02-28	2025-02-28	FRN-019	BD-1047	240	71,53 $	Recue
ACH-70586	2025-02-20	2025-03-20	2025-03-20	FRN-019	BD-1035	36	30,63 $	Recue
ACH-70586	2025-02-20	2025-03-20	2025-03-20	FRN-019	BD-1056	48	293,14 $	Recue
ACH-70586	2025-02-20	2025-03-20	2025-03-20	FRN-019	BD-1048	120	33,51 $	Recue
ACH-70586	2025-02-20	2025-03-20	2025-03-20	FRN-019	BD-1051	240	79,76 $	Recue
ACH-70586	2025-02-20	2025-03-20	2025-03-20	FRN-019	BD-1056	60	293,14 $	Recue
ACH-70587	2025-03-02	2025-03-30	2025-03-30	FRN-019	BD-1048	240	33,51 $	Recue
ACH-70587	2025-03-02	2025-03-30	2025-03-30	FRN-019	BD-1035	240	30,63 $	Recue
ACH-70588	2025-03-12	2025-04-09	2025-04-09	FRN-019	BD-1047	36	71,53 $	Recue
ACH-70588	2025-03-12	2025-04-09	2025-04-09	FRN-019	BD-1035	96	30,63 $	Recue
ACH-70589	2025-03-27	2025-04-24	2025-04-24	FRN-019	BD-1058	36	149,54 $	Recue
ACH-70589	2025-03-27	2025-04-24	2025-04-24	FRN-019	BD-1051	12	79,76 $	Recue
ACH-70589	2025-03-27	2025-04-24	2025-04-24	FRN-019	BD-1047	-24	71,53 $	Recue
ACH-70589	2025-03-27	2025-04-24	2025-04-24	FRN-019	BD-1043	12	300,28 $	Recue
ACH-70590	2025-04-15	2025-05-13	2025-05-13	FRN-019	BD-1058	12	149,54 $	Recue
ACH-70590	2025-04-15	2025-05-13	2025-05-13	FRN-019	BD-1040	120	274,41 $	Recue
ACH-70590	2025-04-15	2025-05-13	2025-05-13	FRN-019	BD-1056	96	293,14 $	Recue
ACH-70590	2025-04-15	2025-05-13	2025-05-13	FRN-019	BD-1061	12	76,81 $	Recue
ACH-70590	2025-04-15	2025-05-13	2025-05-13	FRN-019	BD-1061	240	76,81 $	Recue
ACH-70591	2025-05-02	2025-05-30	2025-05-30	FRN-019	BD-1056	60	293,14 $	Recue
ACH-70592	2025-05-21	2025-06-18	2025-06-18	FRN-019	BD-1047	120	71,53 $	Recue
ACH-70592	2025-05-21	2025-06-18	2025-06-18	FRN-019	BD-1040	48	274,41 $	Recue
ACH-70592	2025-05-21	2025-06-18	2025-06-18	FRN-019	BD-1035	96	30,63 $	Recue
ACH-70592	2025-05-21	2025-06-18	2025-06-18	FRN-019	BD-1058	96	149,54 $	Recue
ACH-70593	2025-06-05	2025-07-03	2025-07-03	FRN-019	BD-9161	36	33,51 $	Recue
ACH-70594	2025-06-22	2025-07-20	2025-07-30	FRN-019	BD-1051	48	79,76 $	Recue
ACH-70594	2025-06-22	2025-07-20	2025-07-30	FRN-019	BD-1047	48	71,53 $	Recue
ACH-70594	2025-06-22	2025-07-20	2025-07-30	FRN-019	BD-1058	36	149,54 $	Recue
ACH-70594	2025-06-22	2025-07-20	2025-07-30	FRN-019	BD-1043	96	300,28 $	Recue
ACH-70594	2025-06-22	2025-07-20	2025-07-30	FRN-019	BD-1061	60	76,81 $	Recue
ACH-70595	2025-07-05	2025-08-02	2025-08-02	FRN-019	BD-1040	240	274,41 $	Recue
ACH-70595	2025-07-05	2025-08-02	2025-08-02	FRN-019	BD-1051	24	79,76 $	Recue
ACH-70595	2025-07-05	2025-08-02	2025-08-02	FRN-019	BD-1040	120	274,41 $	Recue
ACH-70595	2025-07-05	2025-08-02	2025-08-02	FRN-019	BD-1058	120	149,54 $	Recue
ACH-70595	2025-07-05	2025-08-02	2025-08-02	FRN-019	BD-1056	240	293,14 $	Recue
ACH-70596	2025-07-15	2025-08-12	2025-08-18	FRN-019	BD-1061	120	76,81 $	Recue
ACH-70597	2025-07-31	2025-08-28	2025-08-29	FRN-019	BD-1058	36	149,54 $	Recue
ACH-70597	2025-07-31	2025-08-28	2025-08-29	FRN-019	BD-1051	24	79,76 $	Recue
ACH-70597	2025-07-31	2025-08-28	2025-08-29	FRN-019	BD-1043	36	300,28 $	Recue
ACH-70597	2025-07-31	2025-08-28	2025-08-29	FRN-019	BD-1047	96	71,53 $	Recue
ACH-70598	2025-08-11	2025-09-08	2025-09-08	FRN-019	BD-1043	60	300,28 $	Recue
ACH-70598	2025-08-11	2025-09-08	2025-09-08	FRN-019	BD-1051	240	79,76 $	Recue
ACH-70598	2025-08-11	2025-09-08	2025-09-08	FRN-019	BD-1056	12	293,14 $	Recue
ACH-70598	2025-08-11	2025-09-08	2025-09-08	FRN-019	BD-1056	96	293,14 $	Recue
ACH-70599	2025-08-29	2025-09-26	2025-09-26	FRN-019	BD-1047	120	71,53 $	Recue
ACH-70599	2025-08-29	2025-09-26	2025-09-26	FRN-019	BD-1056	36	293,14 $	Recue
ACH-70599	2025-08-29	2025-09-26	2025-09-26	FRN-019	BD-1035	60	30,63 $	Recue
ACH-70600	2025-09-17	2025-10-15	2025-10-15	FRN-019	BD-1051	24	79,76 $	Recue
ACH-70600	2025-09-17	2025-10-15	2025-10-15	FRN-019	BD-1061	48	76,81 $	Recue
ACH-70600	2025-09-17	2025-10-15	2025-10-15	FRN-019	BD-1058	24	149,54 $	Recue
ACH-70600	2025-09-17	2025-10-15	2025-10-15	FRN-019	BD-1056	240	293,14 $	Recue
ACH-70600	2025-09-17	2025-10-15	2025-10-15	FRN-019	BD-1051	60	79,76 $	Recue
ACH-70601	2025-10-02	2025-10-30	2025-10-30	FRN-019	BD-1048	120	33,51 $	Recue
ACH-70602	2025-10-19	2025-11-16	2025-11-16	FRN-019	BD-1048	24	33,51 $	Recue
ACH-70602	2025-10-19	2025-11-16	2025-11-16	FRN-019	BD-1061	120	76,81 $	Recue
ACH-70602	2025-10-19	2025-11-16	2025-11-16	FRN-019	BD-1051	-9	79,76 $	Recue
ACH-70602	2025-10-19	2025-11-16	2025-11-16	FRN-019	BD-1040	96	274,41 $	Recue
ACH-70603	2025-11-05	2025-12-03	2025-12-03	FRN-019	BD-1040	120	274,41 $	Recue
ACH-70603	2025-11-05	2025-12-03	2025-12-03	FRN-019	BD-1058	36	149,54 $	Recue
ACH-70604	2025-11-25	2025-12-23	2025-12-27	FRN-019	BD-1058	48	149,54 $	Recue
ACH-70604	2025-11-25	2025-12-23	2025-12-27	FRN-019	BD-1061	24	76,81 $	Recue
ACH-70604	2025-11-25	2025-12-23	2025-12-27	FRN-019	BD-1035	36	30,63 $	Recue
ACH-70605	2025-12-04	2026-01-01		FRN-019	BD-1048	-24	33,51 $	En transit
ACH-70606	2025-12-16	2026-01-13		FRN-019	BD-1061	120	76,81 $	En transit
ACH-70606	2025-12-16	2026-01-13		FRN-019	BD-1048	24	33,51 $	En transit
ACH-70606	2025-12-16	2026-01-13		FRN-019	BD-1040	60	274,41 $	En transit
ACH-70606	2025-12-16	2026-01-13		FRN-019	BD-1043	240	300,28 $	En transit
ACH-70606	2025-12-16	2026-01-13		FRN-019	BD-1061	96	76,81 $	En transit
ACH-70607	2025-12-27	2026-01-24		FRN-019	BD-1058	120	149,54 $	En transit
ACH-70607	2025-12-27	2026-01-24		FRN-019	BD-1058	48	149,54 $	En transit
ACH-70607	2025-12-27	2026-01-24		FRN-019	BD-1040	24	274,41 $	En transit
ACH-70608	2024-01-19	2024-02-16	2024-02-16	FRN-020	BD-1094	240	121,74 $	Recue
ACH-70608	2024-01-19	2024-02-16	2024-02-16	FRN-020	BD-9273	120	322,02 $	Recue
ACH-70608	2024-01-19	2024-02-16	2024-02-16	FRN-020	BD-1094	60	121,74 $	Recue
ACH-70608	2024-01-19	2024-02-16	2024-02-16	FRN-020	BD-1165	96	105,70 $	Recue
ACH-70608	2024-01-19	2024-02-16	2024-02-16	FRN-020	BD-1165	48	105,70 $	Recue
ACH-70609	2024-02-06	2024-03-05	2024-03-05	FRN-020	BD-1179	12	226,59 $	Recue
ACH-70609	2024-02-06	2024-03-05	2024-03-05	FRN-020	BD-1165	24	105,70 $	Recue
ACH-70609	2024-02-06	2024-03-05	2024-03-05	FRN-020	BD-1179	96	226,59 $	Recue
ACH-70609	2024-02-06	2024-03-05	2024-03-05	FRN-020	BD-1168	24	224,71 $	Recue
ACH-70609	2024-02-06	2024-03-05	2024-03-05	FRN-020	BD-1173	96	207,98 $	Recue
ACH-70610	2024-02-22	2024-03-21	2024-03-21	FRN-020	BD-1168	36	224,71 $	Recue
ACH-70611	2024-03-07	2024-04-04	2024-04-04	FRN-020	BD-1094	60	121,74 $	Recue
ACH-70612	2024-03-21	2024-04-18	2024-04-18	FRN-020	BD-1174	48	165,53 $	Recue
ACH-70613	2024-03-30	2024-04-27	2024-04-27	FRN-020	BD-1173	96	207,98 $	Recue
ACH-70613	2024-03-30	2024-04-27	2024-04-27	FRN-020	BD-1173	120	207,98 $	Recue
ACH-70613	2024-03-30	2024-04-27	2024-04-27	FRN-020	BD-1179	24	226,59 $	Recue
ACH-70613	2024-03-30	2024-04-27	2024-04-27	FRN-020	BD-1173	240	207,98 $	Recue
ACH-70614	2024-04-14	2024-05-12	2024-05-12	FRN-020	BD-1179	96	226,59 $	Recue
ACH-70614	2024-04-14	2024-05-12	2024-05-12	FRN-020	BD-1173	60	207,98 $	Recue
ACH-70614	2024-04-14	2024-05-12	2024-05-12	FRN-020	BD-1165	12	105,70 $	Recue
ACH-70614	2024-04-14	2024-05-12	2024-05-12	FRN-020	BD-1165	24	105,70 $	Recue
ACH-70615	2024-04-24	2024-05-22	2024-05-22	FRN-020	BD-1174	60	165,53 $	Recue
ACH-70615	2024-04-24	2024-05-22	2024-05-22	FRN-020	BD-1094	36	121,74 $	Recue
ACH-70615	2024-04-24	2024-05-22	2024-05-22	FRN-020	BD-1165	36	105,70 $	Recue
ACH-70615	2024-04-24	2024-05-22	2024-05-22	FRN-020	BD-1168	36	224,71 $	Recue
ACH-70616	2024-05-10	2024-06-07	2024-06-07	FRN-020	BD-1176	120	322,02 $	Recue
ACH-70616	2024-05-10	2024-06-07	2024-06-07	FRN-020	BD-1094	120	121,74 $	Recue
ACH-70616	2024-05-10	2024-06-07	2024-06-07	FRN-020	BD-1094	36	121,74 $	Recue
ACH-70616	2024-05-10	2024-06-07	2024-06-07	FRN-020	BD-1176	-60	322,02 $	Recue
ACH-70616	2024-05-10	2024-06-07	2024-06-07	FRN-020	BD-1168	48	224,71 $	Recue
ACH-70617	2024-05-29	2024-06-26	2024-06-26	FRN-020	BD-1179	48	226,59 $	Recue
ACH-70617	2024-05-29	2024-06-26	2024-06-26	FRN-020	BD-1094	48	121,74 $	Recue
ACH-70617	2024-05-29	2024-06-26	2024-06-26	FRN-020	BD-1176	60	322,02 $	Recue
ACH-70618	2024-06-10	2024-07-08	2024-07-08	FRN-020	BD-1165	24	105,70 $	Recue
ACH-70618	2024-06-10	2024-07-08	2024-07-08	FRN-020	BD-1179	240	226,59 $	Recue
ACH-70618	2024-06-10	2024-07-08	2024-07-08	FRN-020	BD-1176	36	322,02 $	Recue
ACH-70619	2024-06-25	2024-07-23	2024-08-08	FRN-020	BD-1174	48	165,53 $	Recue
ACH-70619	2024-06-25	2024-07-23	2024-08-08	FRN-020	BD-1179	24	226,59 $	Recue
ACH-70619	2024-06-25	2024-07-23	2024-08-08	FRN-020	BD-1179	48	226,59 $	Recue
ACH-70619	2024-06-25	2024-07-23	2024-08-08	FRN-020	BD-1168	48	224,71 $	Recue
ACH-70619	2024-06-25	2024-07-23	2024-08-08	FRN-020	BD-1176	96	322,02 $	Recue
ACH-70620	2024-07-14	2024-08-11	2024-08-11	FRN-020	BD-1168	36	224,71 $	Recue
ACH-70620	2024-07-14	2024-08-11	2024-08-11	FRN-020	BD-1176	12	322,02 $	Recue
ACH-70620	2024-07-14	2024-08-11	2024-08-11	FRN-020	BD-1176	60	322,02 $	Recue
ACH-70620	2024-07-14	2024-08-11	2024-08-11	FRN-020	BD-1173	60	207,98 $	Recue
ACH-70620	2024-07-14	2024-08-11	2024-08-11	FRN-020	BD-1173	48	207,98 $	Recue
ACH-70621	2024-07-31	2024-08-28	2024-08-28	FRN-020	BD-1176	120	322,02 $	Recue
ACH-70621	2024-07-31	2024-08-28	2024-08-28	FRN-020	BD-1173	36	207,98 $	Recue
ACH-70621	2024-07-31	2024-08-28	2024-08-28	FRN-020	BD-1174	36	165,53 $	Recue
