NO COMMANDE;DATE COMMANDE;DATE LIVRAISON;DATE PAIEMENT;CODE CLIENT;REPRESENTANT;ENTREPOT;CODE ARTICLE;QTE;PRIX UNITAIRE;REMISE %;COUT UNITAIRE;CANAL DE VENTE
CMD-103360;2025-06-06;10/06/2025;31/07/2025;CLI-0048;EMP-508;ENT-QC;BD-1104;3;96,24;13,00;76,70;Représentant
CMD-103832;13/08/2025;2025-08-19;28/09/2025;CLI-0129;EMP-508;ENT-MTL;BD-1139;3;330,51;7,90;203,11;Téléphone
CMD-102623;05/03/2025;2025-03-07;13/05/2025;CLI-0056;EMP-502;ENT-MTL;BD-1174;9;237,57;19,50;169,01;Représentant
CMD-102489;05/02/2025;2025-02-07;24/03/2025;CLI-0186;EMP-507;ENT-QC;BD-1161;2;131,41;2,70;64,16;Portail web
CMD-102827;03/04/2025;08/04/2025;07-mai-25;CLI-0194;EMP-506;ENT-SAG;BD-1063;6;345,32;6,20;247,24;Téléphone
CMD-104376;02/10/2025;04/10/2025;;CLI-0126;EMP-502;ENT-SAG;BD-1171;2;134,40;15,10;85,46;Représentant
CMD-104164;15/09/2025;19/09/2025;2025-11-06;CLI-0135;EMP-506;ENT-QC;BD-1170;2;30,12;14,30;16,95;Portail web
CMD-104003;01/09/2025;06/09/2025;07/10/2025;CLI-0004;EMP-505;ENT-MTL;BD-1060;12;376,14;5,00;291,44;Représentant
CMD-102844;04/04/2025;2025-04-08;10/05/2025;CLI-0056;EMP-502;ENT-QC;BD-1023;14;295,77;21,60;244,32;Représentant
CMD-102501;10/02/2025;12/02/2025;05/04/2025;CLI-0017;EMP-507;ENT-QC;BD-1178;24;183,80;10,50;119,43;Courriel
CMD-104344;30/09/2025;03-oct-25;25/11/2025;CLI-0200;EMP-509;ENT-MTL;BD-1069;8;358,46;10,10;239,15;Portail web
CMD-104418;2025-10-07;10/10/2025;15/11/2025;CLI-0124;EMP-509;ENT-MTL;BD-1098;24;408,11;7,40;309,76;Téléphone
CMD-102660;11-mars-25;18/03/2025;20/05/2025;CLI-0166;EMP-503;ENT-QC;BD-1170;12;30,17;14,20;16,95;Représentant
CMD-104329;29/09/2025;2025-10-07;02/12/2025;CLI-0057;EMP-507;ENT-MTL;BD-1063;6;313,03;15,00;247,24;Portail web
CMD-103608;09/07/2025;16-juil-25;18/08/2025;CLI-0059;EMP-504;ENT-MTL;BD-1124;3;207,45;18,60;153,77;Portail web
CMD-103333;03/06/2025;11/06/2025;2025-08-24;CLI-0107;EMP-506;ENT-SAG;BD-1041;2;240,22;5,20;163,24;Représentant
CMD-103120;09/05/2025;13/05/2025;2025-06-20;CLI-0203;EMP-503;ENT-QC;BD-1020;4;52,73;8,20;33,12;Courriel
CMD-103684;2025-07-22;24/07/2025;02/10/2025;CLI-0089;EMP-502;ENT-MTL;BD-1030;22;138,55;24,30;119,13;Représentant
CMD-104230;19/09/2025;26/09/2025;;CLI-0066;EMP-507;ENT-MTL;BD-1035;12;41,44;14,30;30,63;Courriel
CMD-104917;2025-11-26;03/12/2025;29/12/2025;CLI-0034;EMP-507;ENT-QC;BD-1066;4;297,08;13,80;240,06;Portail web
CMD-102838;04/04/2025;2025-04-06;07/05/2025;CLI-0084;EMP-503;ENT-SAG;BD-1062;2;153,27;14,70;114,90;Téléphone
CMD-104128;11/09/2025;20-sept-25;21/10/2025;CLI-0032;EMP-504;ENT-QC;BD-1066;6;333,76;3,10;240,06;Portail web
CMD-103341;04/06/2025;2025-06-07;03/07/2025;CLI-0099;EMP-505;ENT-QC;BD-1008;6;179,60;23,20;155,34;Représentant
CMD-102390;2025-01-15;20/01/2025;05/03/2025;CLI-0047;EMP-508;ENT-QC;BD-1132;1;175,42;11,70;128,45;Courriel
CMD-102701;2025-03-15;21/03/2025;22/04/2025;CLI-0184;EMP-503;ENT-QC;BD-1173;3;365,89;8,20;212,35;Téléphone
CMD-104057;05/09/2025;09/09/2025;2025-10-29;CLI-0023;EMP-505;ENT-QC;BD-1052;3;297,00;3,30;183,03;Portail web
CMD-102798;31-mars-25;08/04/2025;17/05/2025;CLI-0006;EMP-505;ENT-SAG;BD-1088;8;547,36;13,10;342,90;Téléphone
CMD-104365;2025-10-01;07/10/2025;05/12/2025;CLI-0132;EMP-507;ENT-MTL;BD-1091;12;505,98;10,90;336,22;Représentant
CMD-102920;16/04/2025;23/04/2025;2025-06-18;CLI-0050;EMP-502;ENT-MTL;BD-1177;2;357,68;12,30;215,66;Représentant
CMD-102407;2025-01-17;20/01/2025;17/03/2025;CLI-0047;EMP-508;ENT-QC;BD-1112;2;103,10;10,20;67,02;Représentant
CMD-102528;14/02/2025;17-févr-25;10/03/2025;CLI-0037;EMP-504;ENT-QC;BD-1130;3;430,59;23,70;323,89;Téléphone
CMD-102662;11/03/2025;2025-03-15;13/05/2025;CLI-0036;EMP-505;ENT-QC;BD-1134;4;98,54;10,40;61,77;Représentant
CMD-103244;2025-05-23;25/05/2025;05/07/2025;CLI-0012;EMP-501;ENT-QC;BD-1024;2;260,89;21,90;189,35;Téléphone
CMD-103838;2025-08-13;16/08/2025;11/10/2025;CLI-0151;EMP-504;ENT-SAG;BD-1027;3;426,10;7,00;254,96;Représentant
CMD-104389;03/10/2025;2025-10-05;02/12/2025;CLI-0166;EMP-503;ENT-SAG;BD-1138;2;123,04;16,50;88,19;Représentant
CMD-104011;2025-09-02;11/09/2025;01/11/2025;CLI-0127;EMP-503;ENT-MTL;BD-1014;8;39,14;12,40;27,18;Courriel
CMD-103502;2025-06-25;27/06/2025;27/07/2025;CLI-0169;EMP-507;ENT-QC;BD-1117;3;127,68;13,80;100,34;Représentant
CMD-102434;24/01/2025;31/01/2025;2025-03-02;CLI-0053;EMP-509;ENT-QC;BD-1163;6;518,64;15,40;300,77;Portail web
CMD-103084;06/05/2025;2025-05-12;30/06/2025;CLI-0207;EMP-501;ENT-MTL;BD-1182;4;100,00;8,10;58,06;Représentant
CMD-102375;11/01/2025;2025-01-13;02/02/2025;CLI-0009;EMP-502;ENT-MTL;BD-9626;5;105,64;18,50;79,76;Représentant
CMD-103618;10/07/2025;16/07/2025;05/09/2025;CLI-0182;EMP-503;ENT-QC;BD-1060;4;345,86;12,60;291,44;Représentant
CMD-102752;24/03/2025;2025-04-02;08/05/2025;CLI-0012;EMP-501;ENT-QC;BD-1081;4;443,38;25,20;309,18;Portail web
CMD-104338;30/09/2025;2025-10-08;30/10/2025;CLI-0081;EMP-502;ENT-MTL;BD-1055;2;274,81;16,30;213,75;Courriel
CMD-104278;24/09/2025;2025-10-01;26/11/2025;CLI-0055;EMP-506;ENT-QC;BD-1158;3;342,24;2,10;184,61;Téléphone
CMD-103914;20/08/2025;22/08/2025;12/11/2025;CLI-0075;EMP-506;ENT-MTL;BD-1016;2;382,67;7,40;224,02;Portail web
CMD-102808;2025-04-01;04/04/2025;07/05/2025;CLI-0033;EMP-504;ENT-QC;BD-1047;2;91,35;14,30;71,53;Courriel
CMD-102562;20/02/2025;28/02/2025;2025-05-06;CLI-0195;EMP-506;ENT-QC;BD-1181;6;522,96;16,30;312,40;Représentant
CMD-102609;04/03/2025;07/03/2025;02-mai-25;CLI-0177;EMP-505;ENT-MTL;BD-1069;8;364,41;8,60;202,67;Représentant
CMD-102852;07/04/2025;2025-04-14;07/06/2025;CLI-0138;EMP-506;ENT-MTL;BD-1122;12;333,01;2,40;212,67;Portail web
CMD-103360;06/06/2025;10/06/2025;31-juil-25;CLI-0048;EMP-508;ENT-QC;BD-1083;6;267,16;13,00;189,32;Représentant
CMD-103171;16/05/2025;25-mai-25;08/07/2025;CLI-0105;EMP-502;ENT-QC;BD-1181;2;590,00;5,60;312,40;Représentant
CMD-105112;29-déc-25;07/01/2026;;CLI-0074;EMP-507;ENT-QC;BD-1051;5;105,07;19,00;79,76;Téléphone
CMD-103471;2025-06-20;29/06/2025;31/08/2025;CLI-0090;EMP-505;ENT-QC;BD-1175;24;147,11;13,30;96,85;Représentant
CMD-104059;2025-09-05;09/09/2025;26/10/2025;CLI-0194;EMP-506;ENT-MTL;BD-1046;6;446,88;6,40;372,17;Téléphone
CMD-103334;03/06/2025;2025-06-10;01/08/2025;CLI-0147;EMP-506;ENT-SAG;BD-1028;1;230,76;2,40;143,73;Courriel
CMD-103024;2025-04-29;02/05/2025;21/06/2025;cli-0144;EMP-502;ENT-SAG;BD-1036;24;217,90;15,10;162,40;Téléphone
CMD-102639;07/03/2025;2025-03-11;01/05/2025;CLI-0143;EMP-503;ENT-MTL;BD-1029;1;327,20;16,50;243,45;Représentant
CMD-102773;27/03/2025;2025-04-04;12/05/2025;CLI-0162;EMP-508;ENT-SAG;BD-1107;6;187,87;14,70;150,54;Représentant
CMD-103420;2025-06-13;19/06/2025;21/07/2025;CLI-0012;EMP-501;ENT-SAG;BD-1104;9;88,81;19,80;76,70;Portail web
CMD-102836;2025-04-04;11/04/2025;13/05/2025;CLI-0202;EMP-504;ENT-QC;BD-1104;1;107,08;3,20;76,70;Portail web
CMD-102467;2025-01-31;02/02/2025;17/04/2025;CLI-0060;EMP-508;ENT-MTL;BD-1020;4;53,87;6,30;33,12;Salon
CMD-105072;23/12/2025;2025-12-29;;CLI-0147;EMP-506;ENT-QC;BD-1070;4;70,39;7,60;48,05;N/A
CMD-104547;2025-10-16;23/10/2025;15/12/2025;CLI-0036;EMP-505;ENT-MTL;BD-1131;4;55,82;16,70;37,08;Portail web
CMD-104589;21-oct-25;24/10/2025;27/11/2025;CLI-0012;EMP-501;ENT-SAG;BD-1086;8;106,28;22,80;97,25;Représentant
CMD-103242;23/05/2025;31/05/2025;24/07/2025;CLI-0003;EMP-508;ENT-MTL;BD-1049;8;53,16;2,70;31,22;Téléphone
CMD-103529;27/06/2025;02/07/2025;2025-08-28;CLI-0212;EMP-507;ENT-SAG;BD-1117;3;117,99;20,40;100,34;Représentant
CMD-102444;2025-01-27;04/02/2025;30/03/2025;CLI-0200;EMP-509;ENT-QC;BD-1071;24;456,38;14,50;308,06;Portail web
CMD-103410;13/06/2025;18-juin-25;12/08/2025;CLI-0025;EMP-509;ENT-SAG;BD-1004;1;241,61;11,90;158,83;Portail web
CMD-103084;06/05/2025;12/05/2025;30/06/2025;CLI-0207;EMP-501;ENT-MTL;BD-1165;2;169,04;8,10;107,92;Représentant
CMD-102445;27-janv-25;03/02/2025;13/03/2025;CLI-0200;EMP-509;ENT-QC;BD-1028;2;209,11;11,60;143,73;Portail web
CMD-104179;16/09/2025;18/09/2025;14-oct-25;CLI-0074;EMP-507;ENT-QC;BD-1042;8;336,34;23,80;267,02;Courriel
CMD-102781;28/03/2025;01/04/2025;2025-05-27;CLI-0133;EMP-508;ENT-QC;BD-1178;4;171,06;16,70;119,43;Représentant
CMD-105017;13/12/2025;21/12/2025;;CLI-0012;EMP-501;ENT-QC;BD-1074;6;147,50;24,00;130,44;Téléphone
CMD-103551;01/07/2025;06/07/2025;2025-09-17;CLI-0012;EMP-501;ENT-QC;BD-1095;56;82,11;20,80;64,62;Téléphone
CMD-104617;23-oct-25;28/10/2025;26/12/2025;CLI-0193;EMP-509;ENT-QC;BD-1160;4;69,90;11,30;41,56;Portail web
CMD-102931;17/04/2025;2025-04-24;21/06/2025;CLI-0083;EMP-507;ENT-QC;BD-1049;6;50,87;6,90;31,22;Représentant
CMD-103112;09/05/2025;14-mai-25;23/06/2025;CLI-0063;EMP-503;ENT-QC;BD-1020;3;49,59;13,70;33,12;Portail web
CMD-103416;13/06/2025;2025-06-19;10/08/2025;CLI-0144;EMP-502;ENT-MTL;BD-1010;4;135,55;16,80;88,91;Représentant
CMD-103857;15-août-25;23/08/2025;24/09/2025;CLI-0071;EMP-503;ENT-QC;BD-1019;1;292,93;2,70;205,07;Représentant
CMD-104140;12-sept-25;19/09/2025;28/11/2025;CLI-0183;EMP-506;ENT-MTL;BD-1046;8;450,53;5,60;372,17;Téléphone
CMD-103794;08/08/2025;14-août-25;20/09/2025;CLI-0089;EMP-502;ENT-QC;BD-1069;5;302,07;24,20;239,15;Représentant
CMD-104094;09/09/2025;16/09/2025;04-nov-25;CLI-0009;EMP-502;ENT-QC;BD-1120;18;237,75;19,90;186,72;Portail web
CMD-103536;2025-06-30;05/07/2025;29/08/2025;CLI-0182;EMP-503;ENT-MTL;BD-1016;1;347,78;15,90;224,02;Représentant
CMD-102934;17/04/2025;25/04/2025;2025-06-25;CLI-0143;EMP-503;ENT-SAG;BD-1048;12;45,62;10,90;33,51;Téléphone
CMD-103703;25/07/2025;03/08/2025;2025-09-12;CLI-0130;EMP-508;ENT-MTL;BD-1034;32;186,42;21,50;182,99;Représentant
CMD-102903;14-avr-25;20/04/2025;07/05/2025;CLI-0087;EMP-502;ENT-SAG;BD-1048;1;43,82;14,40;33,51;Représentant
CMD-102927;17/04/2025;26-avr-25;25/05/2025;CLI-0050;EMP-502;ENT-QC;BD-1058;3;215,82;11,80;149,54;Portail web
CMD-104283;25/09/2025;03/10/2025;2025-11-06;CLI-0045;EMP-502;ENT-SAG;BD-1175;6;145,61;14,20;96,85;Représentant
CMD-102437;24/01/2025;2025-02-01;21/03/2025;CLI-0136;EMP-507;ENT-SAG;BD-1146;1;313,97;16,40;225,52;Téléphone
CMD-102361;08/01/2025;16/01/2025;2025-03-05;CLI-0029;EMP-506;ENT-MTL;BD-1156;20;236,35;21,80;164,64;Salon
CMD-105035;17-déc-25;21/12/2025;;CLI-0155;EMP-506;ENT-SAG;BD-1139;2;319,68;10,90;203,11;Représentant
CMD-103767;06/08/2025;12/08/2025;2025-09-23;CLI-0192;EMP-505;ENT-MTL;BD-1044;8;296,49;8,20;199,55;Portail web
CMD-102491;2025-02-06;13/02/2025;23/03/2025;CLI-0127;EMP-503;ENT-QC;BD-1025;12;201,37;13,90;149,35;Portail web
CMD-105054;19/12/2025;2025-12-23;;CLI-0182;EMP-503;ENT-QC;BD-1134;4;96,84;11,90;61,77;Représentant
CMD-103706;26/07/2025;02/08/2025;2025-09-09;CLI-0209;EMP-508;ENT-QC;BD-1015;4;430,38;19,00;325,38;Courriel
CMD-103424;2025-06-14;21/06/2025;30/07/2025;CLI-0037;EMP-504;ENT-QC;BD-1027;26;353,86;22,80;254,96;Représentant
CMD-104918;27-nov-25;05/12/2025;;CLI-0059;EMP-504;ENT-MTL;BD-1143;8;299,82;20,10;220,45;Téléphone
CMD-104005;01/09/2025;08-sept-25;22/10/2025;CLI-0006;EMP-505;ENT-QC;BD-1149;3;162,47;11,30;111,14;Portail web
CMD-103323;02/06/2025;2025-06-06;16/07/2025;CLI-0024;EMP-504;ENT-QC;BD-1023;6;360,37;4,50;244,32;Téléphone
CMD-103771;06/08/2025;11/08/2025;2025-09-21;CLI-0006;EMP-505;ENT-MTL;BD-1029;2;345,74;11,80;243,45;Représentant
CMD-102981;24/04/2025;26-avr-25;08/07/2025;CLI-0084;EMP-503;ENT-MTL;BD-1123;6;182,63;16,00;132,28;Téléphone
CMD-104603;22/10/2025;25-oct-25;06/12/2025;CLI-0005;EMP-503;ENT-SAG;BD-1084;2;546,02;6,00;375,89;Représentant
CMD-104624;24/10/2025;2025-11-01;25/12/2025;CLI-0076;EMP-507;ENT-QC;BD-1130;35;462,39;18,10;323,89;Représentant
CMD-102804;2025-04-01;04/04/2025;09/05/2025;CLI-0219;EMP-505;ENT-MTL;BD-1018;1;436,34;6,10;247,17;Représentant
CMD-104166;16/09/2025;2025-09-19;04/12/2025;CLI-0200;EMP-509;ENT-MTL;BD-1070;1;66,18;13,10;48,05;Portail web
CMD-103147;2025-05-13;18/05/2025;17/07/2025;CLI-0059;EMP-504;ENT-QC;BD-1022;6;365,29;19,60;298,47;Représentant
CMD-104031;03/09/2025;11-sept-25;25/10/2025;CLI-0076;EMP-507;ENT-MTL;BD-1096;18;229,79;22,40;205,70;Portail web
CMD-102681;2025-03-13;17/03/2025;31/05/2025;CLI-0049;EMP-508;ENT-SAG;BD-1178;4;173,17;15,70;119,43;Représentant
CMD-103648;16/07/2025;23/07/2025;02-sept-25;CLI-0121;EMP-508;ENT-QC;BD-1063;3;329,02;10,70;247,24;Représentant
CMD-103716;29/07/2025;2025-08-04;19/09/2025;CLI-0003;EMP-508;ENT-MTL;BD-1163;6;579,57;5,50;300,77;Représentant
CMD-104329;29/09/2025;07-oct-25;02/12/2025;CLI-0057;EMP-507;ENT-MTL;BD-1089;2;269,05;15,00;189,92;Courriel
CMD-102480;04/02/2025;2025-02-11;22/04/2025;CLI-0040;EMP-509;ENT-MTL;BD-1129;12;61,88;13,90;46,45;Portail web
CMD-102462;2025-01-30;01/02/2025;21/03/2025;CLI-0141;EMP-502;ENT-QC;BD-1177;4;344,03;15,60;215,66;Représentant
CMD-104624;24/10/2025;01/11/2025;25-déc-25;CLI-0076;EMP-507;ENT-QC;BD-1138;29;120,68;18,10;88,19;Portail web
CMD-103346;2025-06-04;10/06/2025;18/07/2025;CLI-0066;EMP-507;ENT-QC;BD-1062;1;156,75;12,80;135,59;Téléphone
CMD-104662;2025-10-28;30/10/2025;23/12/2025;CLI-0056;EMP-502;ENT-MTL;BD-1102;6;396,65;18,20;260,69;Portail web
CMD-103901;19/08/2025;26/08/2025;09/10/2025;CLI-0137;EMP-503;ENT-MTL;BD-1028;51;180,19;23,80;143,73;Téléphone
CMD-102449;28/01/2025;2025-02-05;09/04/2025;CLI-0057;EMP-507;ENT-SAG;BD-1109;4;412,22;10,40;310,20;Portail web
CMD-103131;10/05/2025;2025-05-13;17/06/2025;CLI-0191;EMP-504;ENT-QC;BD-1063;8;316,55;14,10;247,24;Téléphone
CMD-103051;01-mai-25;08/05/2025;08/06/2025;CLI-0130;EMP-508;ENT-MTL;BD-1104;25;86,42;21,90;76,70;Téléphone
CMD-103200;19/05/2025;27-mai-25;28/07/2025;CLI-0185;EMP-508;ENT-SAG;BD-1020;7;46,94;18,30;33,12;Représentant
CMD-102406;17/01/2025;2025-01-21;16/03/2025;CLI-0118;EMP-504;ENT-MTL;BD-1033;2;160,12;14,50;113,22;Représentant
CMD-104884;21/11/2025;28/11/2025;;CLI-0190;EMP-504;ENT-MTL;BD-1113;2;417,36;2,30;281,81;Portail web
CMD-102565;21/02/2025;2025-02-28;10/04/2025;CLI-0207;EMP-501;ENT-QC;BD-1139;1;343,10;4,40;203,11;Portail web
CMD-104141;12/09/2025;21/09/2025;18-nov-25;CLI-0143;EMP-503;ENT-QC;BD-1081;2;502,67;15,20;364,83;Représentant
CMD-104331;29/09/2025;01/10/2025;02-nov-25;CLI-0207;EMP-501;ENT-SAG;BD-1108;3;252,58;7,50;169,96;Représentant
CMD-104907;25/11/2025;28/11/2025;;CLI-0136;EMP-507;ENT-QC;BD-1111;4;190,29;14,10;148,90;Représentant
CMD-103901;19/08/2025;26/08/2025;09-oct-25;CLI-0137;EMP-503;ENT-MTL;BD-1033;9;142,81;23,80;113,22;Représentant
CMD-103478;2025-06-23;29/06/2025;30/07/2025;CLI-0145;EMP-504;ENT-MTL;BD-1043;6;500,70;5,10;300,28;Représentant
CMD-104281;24/09/2025;2025-10-02;01/11/2025;CLI-0209;EMP-508;ENT-QC;BD-1090;25;71,34;25,60;69,37;Représentant
CMD-103103;07/05/2025;15/05/2025;30-juin-25;CLI-0209;EMP-508;ENT-MTL;BD-1117;5;120,49;18,70;100,34;Portail web
CMD-103879;18-août-25;23/08/2025;01/11/2025;CLI-0058;EMP-508;ENT-QC;BD-1010;3;159,61;2,10;88,91;Représentant
CMD-104432;08/10/2025;13/10/2025;2025-11-02;CLI-0057;EMP-507;ENT-MTL;BD-1143;2;325,79;13,20;220,45;Représentant
CMD-103964;26/08/2025;28-août-25;08/11/2025;CLI-0062;EMP-507;ENT-MTL;BD-1123;8;183,36;15,70;132,28;Représentant
CMD-103748;04/08/2025;08/08/2025;2025-09-22;CLI-0166;EMP-503;ENT-QC;BD-1040;4;389,50;11,60;274,41;Portail web
CMD-103863;15/08/2025;18-août-25;13/10/2025;CLI-0160;EMP-508;ENT-QC;BD-1062;3;169,40;5,70;135,59;Représentant
CMD-104156;15-sept-25;19/09/2025;31/10/2025;CLI-0107;EMP-506;ENT-QC;BD-1012;8;113,03;7,10;69,62;Portail web
CMD-104290;25-sept-25;03/10/2025;04/12/2025;CLI-0133;EMP-508;ENT-MTL;BD-1050;4;426,12;15,50;297,82;Portail web
CMD-102397;16-janv-25;21/01/2025;25/02/2025;CLI-0184;EMP-503;ENT-MTL;BD-1181;8;587,05;6,00;312,40;Représentant
CMD-104700;31/10/2025;08/11/2025;2025-12-20;CLI-0050;EMP-502;ENT-QC;BD-1129;1;62,45;13,10;46,45;Portail web
CMD-102828;03/04/2025;09-avr-25;31/05/2025;CLI-0078;EMP-504;ENT-MTL;BD-1056;2;455,56;7,40;293,14;Portail web
CMD-104851;19/11/2025;22/11/2025;;CLI-0217;EMP-506;ENT-QC;BD-1181;8;483,28;22,70;312,40;Téléphone
CMD-102757;25/03/2025;2025-03-28;16/05/2025;CLI-0031;EMP-509;ENT-MTL;BD-1043;3;471,02;10,80;300,28;Courriel
CMD-102804;01/04/2025;04-avr-25;09/05/2025;CLI-0219;EMP-505;ENT-MTL;BD-1068;8;529,36;6,10;290,25;Représentant
CMD-104407;2025-10-06;09/10/2025;28/11/2025;CLI-0157;EMP-502;ENT-QC;BD-1065;3;208,76;16,30;155,19;Téléphone
CMD-104476;11/10/2025;2025-10-16;07/11/2025;CLI-0099;EMP-505;ENT-SAG;BD-1130;4;460,80;18,40;323,89;Téléphone
CMD-103960;26/08/2025;28/08/2025;2025-11-13;CLI-0048;EMP-508;ENT-SAG;BD-1039;12;177,76;10,20;122,17;Téléphone
CMD-102611;04/03/2025;12/03/2025;2025-05-08;CLI-0015;EMP-509;ENT-MTL;BD-1170;24;34,44;2,00;16,95;Représentant
CMD-102830;03-avr-25;05/04/2025;24/05/2025;CLI-0040;EMP-509;ENT-MTL;BD-1082;6;414,43;12,80;284,24;Représentant
CMD-104252;22/09/2025;28-sept-25;18/11/2025;CLI-0123;EMP-501;ENT-QC;BD-1120;8;264,34;10,90;186,72;Représentant
CMD-103928;22/08/2025;24-août-25;23/09/2025;CLI-0200;EMP-509;ENT-SAG;BD-1026;6;380,54;13,20;246,82;Portail web
CMD-103215;21/05/2025;30-mai-25;13/07/2025;CLI-0213;EMP-508;ENT-MTL;BD-1118;2;482,39;3,00;343,17;Représentant
CMD-103662;2025-07-17;24/07/2025;;CLI-0157;EMP-502;ENT-MTL;BD-1158;6;313,79;10,20;184,61;Représentant
CMD-103141;13/05/2025;16-mai-25;13/07/2025;CLI-0053;EMP-509;ENT-QC;BD-1029;6;351,84;10,20;243,45;Téléphone
CMD-102471;31/01/2025;04/02/2025;2025-04-04;CLI-0178;EMP-501;ENT-MTL;BD-1151;6;149,36;6,10;92,25;Courriel
CMD-102606;03/03/2025;08/03/2025;2025-04-26;CLI-0039;EMP-503;ENT-QC;BD-1123;6;198,84;8,60;132,28;Téléphone
CMD-104494;13/10/2025;2025-10-17;26/11/2025;CLI-0041;EMP-508;ENT-QC;BD-1136;1;185,69;10,60;112,45;Téléphone
CMD-103658;2025-07-17;23/07/2025;20/08/2025;CLI-0185;EMP-508;ENT-SAG;BD-1130;35;439,67;22,10;323,89;Portail web
CMD-104226;19/09/2025;25/09/2025;2025-10-30;CLI-0209;EMP-508;ENT-SAG;BD-1080;4;262,81;20,50;208,57;Téléphone
CMD-104726;03-nov-25;07/11/2025;21/12/2025;CLI-0202;EMP-504;ENT-MTL;BD-1081;8;580,58;2,10;364,83;Représentant
CMD-104093;09/09/2025;16/09/2025;2025-11-03;CLI-0185;EMP-508;ENT-SAG;BD-1094;13;161,40;20,80;124,30;Représentant
CMD-102373;10-janv-25;14/01/2025;17/03/2025;CLI-0106;EMP-501;ENT-QC;BD-1176;4;534,44;15,20;328,78;Courriel
CMD-103266;27/05/2025;2025-05-30;25/07/2025;CLI-0038;EMP-507;ENT-MTL;BD-1033;4;165,48;11,70;113,22;Représentant
CMD-104108;10/09/2025;12/09/2025;11/11/2025;CLI-0121;EMP-508;ENT-SAG;BD-1076;3;483,03;13,90;338,68;Portail web
CMD-105062;22/12/2025;29-déc-25;;CLI-0132;EMP-507;ENT-QC;BD-1139;1;305,82;14,70;203,11;Courriel
CMD-104802;12/11/2025;2025-11-15;;CLI-0076;EMP-507;ENT-MTL;BD-1172;1;319,89;23,60;221,22;Téléphone
CMD-105006;11/12/2025;2025-12-20;;CLI-0128;EMP-502;ENT-QC;BD-1161;12;115,14;14,70;64,16;Représentant
CMD-103653;16/07/2025;2025-07-19;09/09/2025;CLI-0089;EMP-502;ENT-QC;BD-1117;8;115,41;22,10;100,34;Portail web
CMD-102649;2025-03-10;14/03/2025;06/05/2025;CLI-0123;EMP-501;ENT-MTL;BD-1049;12;46,60;14,70;31,22;Salon
CMD-103939;25/08/2025;30/08/2025;18-oct-25;CLI-0155;EMP-506;ENT-MTL;BD-1057;3;26,15;12,40;23,20;Représentant
CMD-103693;23/07/2025;31/07/2025;2025-09-24;CLI-0076;EMP-507;ENT-SAG;BD-1125;2;347,68;21,00;291,24;Portail web
CMD-104531;2025-10-15;17/10/2025;01/12/2025;CLI-0042;EMP-505;ENT-QC;BD-1182;8;93,88;13,80;58,06;Représentant
CMD-102513;11/02/2025;13/02/2025;;CLI-0144;EMP-502;ENT-QC;BD-1002;12;389,27;16,90;298,72;Courriel
CMD-102609;04/03/2025;07/03/2025;2025-05-02;CLI-0177;EMP-505;ENT-MTL;BD-1104;1;101,13;8,60;76,70;Téléphone
CMD-105010;12/12/2025;17-déc-25;;CLI-0024;EMP-504;ENT-QC;BD-1088;12;578,39;8,20;404,63;Représentant
CMD-104845;18/11/2025;25/11/2025;;CLI-0056;EMP-502;ENT-MTL;BD-1148;5;369,78;19,60;302,28;Représentant
CMD-102503;10/02/2025;19-févr-25;08/04/2025;CLI-0026;EMP-506;ENT-MTL;BD-1061;6;104,57;11,50;76,81;Représentant
CMD-104415;07/10/2025;11/10/2025;2025-12-06;CLI-0053;EMP-509;ENT-QC;BD-1103;1;189,78;16,70;154,84;N/A
CMD-104101;10/09/2025;17/09/2025;15/11/2025;CLI-0099;EMP-505;ENT-MTL;BD-1063;11;291,00;21,00;247,24;Téléphone
CMD-105013;12/12/2025;20/12/2025;;CLI-0036;EMP-505;ENT-QC;BD-1076;12;503,35;10,30;338,68;Courriel
CMD-104301;26/09/2025;02/10/2025;06-nov-25;CLI-0063;EMP-503;ENT-QC;BD-1141;3;443,71;11,10;314,24;Courriel
CMD-103770;2025-08-06;13/08/2025;20/09/2025;CLI-0126;EMP-502;ENT-MTL;BD-1139;4;299,59;16,50;203,11;Portail web
CMD-104929;27/11/2025;02/12/2025;;CLI-0063;EMP-503;ENT-QC;BD-1080;8;294,56;10,90;208,57;Courriel
CMD-103220;22/05/2025;29-mai-25;30/07/2025;CLI-0012;EMP-501;ENT-MTL;BD-1115;5;60,36;19,20;47,23;Portail web
CMD-102717;19/03/2025;28/03/2025;27-avr-25;CLI-0053;EMP-509;ENT-QC;BD-1084;8;495,85;14,60;318,55;Représentant
CMD-104935;28/11/2025;02/12/2025;;CLI-0144;EMP-502;ENT-QC;BD-1128;3;122,54;15,40;78,87;Courriel
CMD-102551;19/02/2025;21/02/2025;2025-04-02;CLI-0187;EMP-507;ENT-QC;BD-1053;24;279,54;14,60;180,55;Représentant
CMD-103092;07/05/2025;2025-05-10;18/06/2025;CLI-0057;EMP-507;ENT-SAG;BD-1176;6;553,72;12,20;328,78;Représentant
CMD-104929;27/11/2025;02/12/2025;;CLI-0063;EMP-503;ENT-QC;BD-1149;2;163,15;10,90;111,14;Téléphone
CMD-104558;17/10/2025;2025-10-26;25/11/2025;CLI-0043;EMP-506;ENT-QC;BD-1065;-2;212,17;14,90;155,19;Portail web
